X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
38,1.27,2.05,180.2283748,2010.93,27.09,0.86,0.33,2,1003.93,98,12.2,61,49.861,21.6,0.71,49.3,56.5,-0.23,18.03,B
32,0.93,3.42,196.1247218,2181.03,11.48,1.09,0.55,1,1017.03,95,43.134,61.62,49.8164,27.8,0.7,36.18,52.48,0.37,13.82666667,A
26,0.65,5.04,188.3355711,2341.68,7.84,1.3,5.44,4,1016.68,109,33.341,47.63,49.8989,35.4,2.01,40.07,57.17,0.45,12.61333333,B
25,0.92,4.56,184.6141915,2398.72,15.97,1.01,2.45,5,1024.72,105,59.373,65.97,50.1151,31.5,1.14,52.72,58.62,-0.43,13.32333333,A
37,1.36,2.72,177.3341237,2146.88,29.55,1.09,0.44,2,1004.88,99,29.208,48.68,49.5863,29.7,0.73,67.69,71.39,-0.77,16.85,A
29,1.35,3.9,192.6562903,2204.89,11.63,0.88,1.1,4,1022.89,101,78.408,87.12,49.9855,31.5,1.07,40.55,47.55,-0.58,14.87666667,B
27,1.28,4.19,189.6113066,2197.21,22.96,1.13,2.24,3,1012.21,99,30.486,50.81,50.2715,29.2,1.2,45.01,56.41,0.15,17.65333333,A
27,1.45,4.19,189.6456352,2189.36,13.61,0.93,1.2,3,1022.36,103,43.722,72.87,50.1505,29.4,0.99,40.71,51.91,-0.06,13.53666667,A
22,0.51,5,175.0584192,2294.07,22.17,1.36,6.26,3,1011.07,100,173.397,82.57,49.8878,34.4,1.19,70.47,79.67,-0.25,17.39,A
35,1.13,2.99,174.7565635,2160.87,15.45,1.35,0.47,2,1019.87,97,23.763,79.21,49.6502,24.2,0.66,61.27,66.57,-0.49,12.15,D
29,1.03,4.42,178.4150939,2338.01,25.08,1.14,1.4,3,1010.01,105,139.099,73.21,49.9977,34.4,0.98,61.02,67.62,-0.53,18.36,A
36,1.15,2.86,175.1680307,2014.59,24.98,1.06,0.37,2,1006.59,87,18.122,90.61,49.7435,22.7,0.65,71.98,81.08,-0.15,16.32666667,A
21,1.25,5.7,183.1625996,2331.39,20.57,1.25,34.04,4,1008.39,111,68.959,62.69,49.9793,37.5,2.15,44.9,51.7,-0.36,17.85666667,B
35,1.53,3.1,191.8494902,1942.24,12.33,0.97,0.31,2,1017.24,90,7.984,79.84,49.9106,23.7,0.91,38.91,58.41,0.48,13.11,D
25,1,4.83,196.7214607,2248.38,8.29,1.07,1.87,3,1020.38,101,138.601,81.53,50.1454,34.1,1.23,36.08,51.08,0.1,13.76333333,B
25,0.81,4.59,179.5064459,2329.08,25.47,0.64,2.49,4,1010.08,100,123.488,77.18,50.0438,28.6,0.95,59.92,73.02,-0.02,17.49,C
27,0.69,4.78,175.2410229,2216.35,28.2,1.11,2.12,3,1018.35,98,42.126,60.18,49.6881,33.5,1.39,66.75,85.15,0.3,19.4,A
37,1.52,2.83,163.5998878,2063.33,29.05,0.94,0.44,2,1011.33,100,7.25,72.5,49.9253,26.1,0.99,70.32,84.12,0.23,20.68333333,A
32,0.87,3.67,176.5434181,2229.94,27.03,0.94,0.85,3,1015.94,94,36.08,45.1,49.7057,30.1,0.87,65.12,78.02,-0.03,18.01,A
30,1.23,3.85,165.7587631,2215.15,27.25,1.16,0.87,2,1014.15,101,68.52,68.52,50.1966,27.4,0.95,73.03,82.53,-0.08,20.08333333,B
33,1.37,3.43,170.5528646,2135.07,30.71,1,0.71,2,1008.07,100,21.615,72.05,49.7885,29.1,0.9,71.85,80.25,-0.5,18.23666667,B
28,0.77,4.08,187.7797025,2163.91,20.94,1.06,1.18,2,1008.91,95,87.32,87.32,49.5863,32.7,0.88,49.02,55.62,-0.58,15.98,C
29,1.21,4.26,189.247459,2183.05,9.06,0.97,1.42,3,1016.05,100,56.924,81.32,50.0164,30.6,1.52,43.79,66.49,0.62,14.02,B
30,1.02,3.74,175.2914176,2188.2,26.8,1.07,0.89,2,1001.2,95,32.515,65.03,50.0826,27.3,0.86,58.84,66.74,-0.21,17.93333333,B
25,0.99,4.54,173.3158403,2271.07,25.77,0.87,1.8,3,1018.07,108,56.617,51.47,49.804,34.2,1.01,65.48,80.48,0.18,17.59,B
21,0.31,5.1,179.5364631,2270.24,16.77,1.25,12.55,3,1013.24,101,75.96,84.4,49.7985,33.5,1.81,50.9,70.4,0.43,16.59,A
24,0.66,4.72,188.9744507,2262.02,11.73,0.96,2.48,3,1008.02,102,65.412,72.68,49.9016,32.3,1.28,37.92,51.42,0.14,14.91,A
30,1.58,3.96,171.775301,2114.53,19.72,0.94,0.96,3,1010.53,99,24.636,82.12,49.5276,32,1.14,65.94,76.24,0.09,15.57333333,A
26,0.88,4.21,175.3409563,2192.04,24.42,1.36,2.17,2,1002.04,98,59.29,84.7,50.183,29.2,1.36,66.56,81.76,0.58,19.14,A
24,1.17,4.67,171.5755744,2387.96,18.68,1.16,2.41,4,1016.96,108,69.381,77.09,50.2749,33.5,1.41,59.14,65.94,-0.28,16.22666667,A
29,1.75,4.24,191.4198957,2240.26,14.22,1.07,1.78,4,1023.26,100,59.087,84.41,50.2338,29.8,1.62,45.08,57.98,0.14,13.74,B
31,1.26,3.58,180.9926089,2128.53,23.81,0.98,0.96,3,1015.53,92,14.132,70.66,50.1195,25.3,0.89,57.5,64.3,-0.28,15.93666667,A
27,1.09,5.25,194.6049846,2275.48,7.91,1.09,2.3,3,1016.48,100,179.244,68.94,50.1874,35,1.47,38.56,52.16,-0.01,14.63666667,B
38,1.42,3.05,185.8751232,2133.23,21.32,0.95,0.51,2,1012.23,99,11.988,59.94,49.7697,23.9,0.72,45.01,50.21,-0.81,13.10666667,B
28,1.55,4.39,175.4846621,2204.47,24.75,1.05,1.47,3,1005.47,103,34.805,69.61,49.9066,33.4,1.53,52.84,61.14,-0.08,18.25,A
28,1.13,4.97,178.4607672,2390.68,26.81,1.13,1.85,4,1013.68,100,141.68,61.6,50.6285,31.1,1.43,56.57,68.57,-0.11,20.93666667,B
37,1.41,3.13,180.3081997,2005.95,25.99,0.84,0.47,3,1015.95,98,5.856,58.56,49.4687,27.4,0.81,49.82,59.02,-0.04,16.66333333,B
24,0.53,4.93,191.9886348,2273.1,10.59,1.13,20.04,4,1008.1,101,117.924,98.27,49.9845,33.8,1.85,41.26,52.46,-0.04,14.53,B
33,1.18,3.51,193.610455,2209.25,6.33,0.91,0.77,3,1004.25,94,61.68,77.1,50.0358,26.2,0.9,42.07,48.97,-0.39,10.11,A
33,0.98,3.68,188.3107552,2088.51,22.26,1.03,0.76,2,1009.51,91,47.358,78.93,50.0482,25.7,1.19,44.89,70.79,0.72,19.42,A
26,0.97,4.25,192.7146654,2294.03,15.9,0.43,1.2,5,1007.03,98,125.584,78.49,50.0019,29.4,0.63,39.99,46.49,-0.51,14.3,B
34,1.47,3.65,178.792914,2196.89,23.14,1.09,0.74,2,1008.89,101,49.092,81.82,50.1078,29.1,0.9,58.18,71.38,0.04,15.71333333,B
32,1.13,3.97,180.6339883,2260.6,19.48,1.2,0.97,2,1017.6,97,70.976,88.72,50.1473,32.5,1.12,58.79,73.59,0.41,16.49333333,B
28,1.31,4.18,186.4499735,2229.61,13.19,1.33,1.68,3,1017.61,104,56.97,94.95,50.3022,27.8,1.09,44.88,51.68,-0.29,13.39666667,A
24,1.02,5,171.9511984,2478.98,27.4,1.2,3.58,4,1002.98,110,160.608,76.48,50.5186,35.6,1.41,69.84,82.04,0.06,21.13333333,C
30,1.35,3.45,177.2463853,2091.36,29.41,1.02,0.78,2,1011.36,91,47.133,52.37,50.0911,27.5,0.89,59.27,69.47,0.11,21.80333333,A
34,1.28,3.33,170.1275457,2193.78,25.22,1.03,0.75,3,1009.78,99,20.688,68.96,49.9135,29.5,0.88,71.85,78.85,-0.51,16.40666667,C
29,0.97,4.36,166.1628104,2253.22,22.31,1,1.25,4,1009.22,101,71.624,89.53,49.8515,30.7,1.2,70.32,80.52,-0.25,17.43666667,A
34,1.05,3.73,193.4177435,2199.49,7.64,1.41,0.83,2,1008.49,93,58.394,83.42,49.9925,26,1.06,42.28,49.08,-0.57,10.54666667,B
36,2.93,3.12,197.9892719,2052.36,14.68,0.78,0.43,3,1023.36,95,34.716,86.79,49.6921,27.4,0.62,43.99,50.49,-0.73,10.89333333,C
32,0.92,3.81,178.6702774,2239.8,15.12,1.26,1.03,2,1011.8,102,21.879,72.93,50.0438,29.9,1.02,48.92,58.82,0.01,15.04,B
29,0.99,4.33,179.5865188,2174.99,20.96,0.97,2.44,4,1019.99,95,40.392,67.32,49.6699,29.6,1.84,61.27,73.27,0.07,15.98666667,B
25,0.43,5.12,195.607154,2311.16,5.95,1.62,27.95,3,1005.16,100,63.6,63.6,49.8804,34.7,2.18,39.48,47.98,-0.03,10.98333333,B
37,2.07,3.09,179.5400151,2102.43,25.13,0.92,0.55,3,1007.43,101,15.686,78.43,49.6536,28.7,0.78,57.69,62.89,-0.56,16.37666667,A
20,1.68,5.25,185.8793445,2391,11.58,2.25,100,3,1017,110,77.704,97.13,50.2588,35.1,8.03,40.66,55.36,0.58,14.86,B
35,1.26,2.85,182.1884966,2120,20.21,1.03,0.41,2,1016,87,7.038,70.38,49.7683,24.1,0.63,59.14,65.94,-0.26,13.73666667,D
33,1.02,3.66,183.6912963,2155.03,16.64,0.97,0.79,2,1019.03,97,33.152,82.88,49.5896,27.7,0.84,43.14,50.14,-0.45,15.54666667,C
32,1.33,3.69,194.0957468,2125.64,8.86,0.94,0.82,3,1025.64,100,23.895,79.65,49.5843,31.2,0.86,36.71,41.21,-0.71,10.95333333,A
24,0.81,4.58,189.8055298,2256.1,19.72,0.58,2.27,5,1012.1,102,117.468,90.36,49.7994,30.7,0.97,47.03,59.33,-0.05,14.57333333,B
34,1.82,3.62,186.8978565,2112.47,8.27,1.12,0.79,2,1016.47,104,13.32,66.6,49.8737,28.3,1.02,38.56,50.96,0.2,12.75666667,B
44,1.33,2.86,164.2326322,1960.95,30.19,1.13,0.29,0,1010.95,99,20.136,50.34,49.9586,22.7,0.83,68.08,77.78,0.01,22.06333333,D
23,0.7,5.4,178.9322304,2356.38,20.06,1.2,2.97,3,1020.38,100,97.708,75.16,50.2812,34.7,1.36,56.53,76.43,0.57,17.68666667,C
34,4.59,2.94,186.284718,2071.43,13.16,1.08,0.52,2,1016.43,102,7.947,79.47,50.029,25.3,0.98,43.41,57.91,0.48,14.38666667,A
35,2.07,2.21,171.1598493,2011.17,24.01,0.85,0.33,2,1014.17,100,17.208,43.02,49.6035,23.8,0.69,65.46,75.26,-0.11,16.00333333,A
24,0.97,4.78,190.7637177,2356.33,9.78,1.15,2.08,3,1017.33,100,221.064,92.11,50.5472,34.7,1.39,40.03,62.93,0.9,17.26,B
36,1.62,3.25,187.3054456,1993.43,16.85,0.86,0.5,3,1017.43,99,26.404,66.01,49.2264,29.8,0.98,42.24,56.54,0.03,15.61666667,A
24,1.19,5.11,189.2028549,2243.55,15.12,1,2,3,1006.55,106,100.087,76.99,49.9852,37.1,1.3,39.16,50.76,-0.12,16.04,B
29,1.66,4.73,173.2180344,2334.24,24.45,1.09,2.14,4,1014.24,109,52.335,58.15,50.2699,35.6,1.68,66.49,73.29,-0.35,16.15,A
42,1.57,2.78,191.8540443,2079.48,9.14,0.92,0.28,2,1014.48,96,55.218,92.03,49.7025,24.7,0.83,42.44,53.94,-0.19,11.04666667,B
31,1.31,3.99,167.3829422,2166.73,26.02,1.04,0.98,2,1006.73,102,52.633,75.19,50.1434,26.9,1.02,68.67,88.87,0.48,18.67333333,D
33,1.9,3.76,177.2220824,2155.91,21.46,1.13,0.84,3,1010.91,100,15.282,76.41,49.9045,27.5,1.32,51.61,56.51,-0.47,16.15333333,A
34,1.05,3.34,193.907425,2216.81,13.18,1,0.7,3,1016.81,98,43.355,86.71,49.8109,25.4,0.76,40.24,45.04,-0.85,11.39333333,C
26,0.9,4.6,187.7445393,2282.19,5.79,1.06,1.77,4,1017.19,110,49.322,70.46,49.794,33.1,1.29,38.68,49.38,-0.05,10.93,A
31,0.98,3.93,180.7585789,2247.01,13.56,0.98,0.91,3,1007.01,102,62.902,89.86,49.746,30.8,1.08,49.83,60.33,-0.04,13.52,A
34,1.7,3.69,185.5630767,2204.52,11.95,1.11,0.77,2,1018.52,102,76.257,84.73,50.0635,31.7,0.98,42.07,53.97,-0.18,14.98333333,A
30,0.97,3.99,184.3498605,2201.45,9.15,1.04,0.95,3,1012.45,102,57.169,81.67,49.7732,30.9,1.06,44.03,62.63,0.33,13.05,B
32,1.38,4.1,168.4410918,2204.54,28.96,0.98,0.99,3,1002.54,104,73.229,56.33,49.7563,32.8,1.1,66.54,76.84,-0.31,20.65333333,B
25,0.89,4.5,179.2997213,2303.42,21.23,0.97,1.7,5,1017.42,102,41.556,69.26,50.0415,30.5,1.24,50.59,63.29,0.04,16.07666667,B
29,1.58,4.11,188.5508036,2178.27,10.73,0.95,1.4,4,1012.27,102,62.755,89.65,49.6978,31.6,1.3,40.35,49.75,-0.06,13.57666667,B
29,1.37,4.47,187.5996259,2274.4,6.1,1.03,1.42,4,1010.4,108,57.204,95.34,50.1112,32.9,1.26,39.33,46.33,-0.37,11.03333333,B
37,1.59,3.05,170.67594,2150.4,25.5,0.85,0.37,3,1009.4,95,52.654,75.22,49.5847,29,0.78,63.91,70.51,-0.79,18.5,C
20,0.74,5.2,169.4002519,2289.28,29.1,1.02,4.12,4,1006.28,101,84.308,60.22,49.9921,37.4,1.38,76.2,91.3,0.35,21.7,B
35,1.88,2.69,185.0422642,1957.88,22.58,0.79,0.2,3,1014.88,86,8.059,80.59,49.9471,23.9,0.9,58.12,72.92,0.16,15.52666667,B
40,8.55,2.75,180.5342984,1985.72,19.53,0.83,0.2,3,1013.72,92,40.73,81.46,49.9676,23.7,0.98,66.54,73.74,-0.51,14.51,A
30,1.62,3.69,175.6158992,2210.9,20.07,1.15,0.84,2,1011.9,105,56.772,94.62,50.2661,27.3,0.93,51.3,57.2,-0.36,16.69,A
22,1.06,5.57,161.6896219,2301.25,24.96,1.02,2.54,4,1008.25,106,112.84,80.6,49.8714,36.2,1.36,77.54,86.04,-0.53,18.32,A
30,1.2,4.21,169.7862215,2205.53,21.08,1.3,1.66,3,1013.53,107,29.4,98,49.9787,31.3,1.94,63.13,82.13,0.59,17.02666667,A
27,1.13,4.31,182.2868401,2291.26,12.54,1.15,1.59,3,1017.26,109,91.949,83.59,50.2726,33.7,1.47,43.69,62.99,0.85,18.18,A
32,1.42,3.88,199.66896,2247.83,6.64,1.13,0.89,2,1019.83,95,68.409,76.01,50.3259,29.5,1.08,35.19,46.39,-0.07,11.21333333,B
26,0.65,4.38,197.4630411,2216.97,16.78,1,1.54,3,1011.97,100,55.152,68.94,49.7374,30.6,1.06,37.2,56.6,0.36,15.59333333,B
26,0.54,5,172.1943704,2320.37,25.56,1.24,2.02,3,1017.37,99,124.758,69.31,49.8466,34.2,1.12,75.6,89,-0.01,18.52,D
37,1.79,3.31,187.2263746,2173.05,14.02,0.92,0.58,3,1016.05,99,42.39,70.65,49.6471,31.2,0.95,40.75,49.05,-0.52,14.67333333,A
25,1.12,5.01,166.7324707,2240.28,29.45,0.93,2.13,5,1010.28,110,59.337,65.93,49.7874,36.5,1.54,70.02,86.12,0.18,20.81666667,B
34,1.09,3.3,171.5554054,2205.71,28.97,1.28,0.73,2,1011.71,98,70.8,88.5,49.957,27,0.88,78.92,89.32,-0.2,18.65666667,B
29,1.2,4.24,188.7073318,2263.53,6.11,1.15,1.36,3,1017.53,108,87.153,79.23,50.254,31.4,1.31,38.68,50.98,0.05,14.03666667,B
26,1.19,4.46,182.5213567,2272.83,28.53,0.94,1.4,3,1003.83,104,47.752,59.69,49.9557,30.7,0.93,49.3,56.6,-0.65,16.51,D
21,0.78,5.54,170.6329564,2293.79,31.71,1.22,2.99,3,1008.79,101,64.116,49.32,50.243,34,1.4,69.04,90.44,0.68,21.57,A
31,1.35,4.02,186.4082745,2225.05,32.45,1.06,0.95,3,1005.05,103,39.933,44.37,49.8469,31.4,1.06,44.37,53.07,-0.51,19.81666667,D
28,0.92,4.61,165.6771732,2214.37,30.53,1.22,1.41,2,1000.37,98,66.753,74.17,50.0272,29.7,1.12,73.21,80.71,-0.29,20.17666667,B
26,1.15,4.81,184.1891213,2303.19,15.02,1.12,1.86,4,1015.19,114,46.952,58.69,50.5023,31.2,1.41,41.48,52.28,0.02,17.00666667,A
35,1.29,3.46,174.4951658,2150.22,24.91,1.15,0.7,2,1008.22,101,49.686,82.81,50.1266,27.3,0.96,58.69,79.89,0.47,19.30333333,D
32,1.38,3.7,174.1547775,2156.69,22.21,1.05,0.66,2,1009.69,95,96.85,96.85,50.026,29.2,1.09,69.71,87.11,0.45,18.40333333,A
36,1.4,2.71,175.6758829,1951.18,24.51,0.96,0.35,2,1016.18,87,12.478,62.39,49.9862,21.7,0.71,65.12,72.32,-0.32,16.17,A
24,0.8,5.13,174.1267801,2364.02,18.9,1.17,2.5,3,1016.02,99,99.932,71.38,50.1513,34.6,1.34,60.07,72.27,0.22,17.3,B
22,0.77,5.08,170.2901415,2305.88,28.51,1.09,4.17,3,1007.88,102,203.32,78.2,50.0218,33.8,0.93,76.09,85.69,-0.3,19.50333333,A
27,1.43,4.65,166.4634469,2326.33,27.88,1.73,4.75,3,1011.33,108,47.128,58.91,50.2221,34.1,2.56,75.23,83.63,-0.03,19.29333333,B
38,1.05,2.84,183.5429115,2094.46,24.33,0.93,0.44,3,1003.46,90,12.208,61.04,49.6466,23.4,0.82,49.16,65.46,0.18,16.11,C
33,1,3.52,179.6585111,2242.36,20.36,1.16,0.83,2,1014.36,96,66.368,82.96,50.3938,25.1,0.83,57.5,68.9,-0.1,17.78666667,B
27,0.67,4.63,190.6642421,2320.65,11.15,1.35,1.88,3,1020.65,101,117.54,97.95,50.1132,30,1.28,40.64,59.74,0.61,14.71666667,B
30,1.02,4.01,183.8112164,2222.13,21.16,0.92,1.07,4,1014.13,96,50.939,72.77,49.8544,31.3,1.09,50.66,58.76,-0.41,16.05333333,B
32,2.07,3.19,169.3351272,2189.91,30.47,0.7,0.44,3,1010.91,102,37.552,46.94,50.2619,26.2,0.75,70.83,78.93,-0.38,19.15666667,A
31,0.84,3.72,170.7447743,2175.3,31.68,1.23,1.42,3,1011.3,99,16.782,55.94,49.7839,29.4,1.19,74.16,86.66,0.29,19.56,B
39,1.35,2.34,179.879372,2115.88,19.8,1.16,0.32,0,1020.88,95,18.564,61.88,50.1122,22.3,0.74,49.15,58.75,0.07,15.6,A
27,1.06,4.33,167.3652297,2250.11,32.33,0.89,1.47,4,1008.11,103,74.724,57.48,49.802,34,1.26,67.83,84.03,0.18,22.77666667,A
26,0.96,4.85,179.0645447,2314.73,18.67,1.36,3.61,3,1016.73,100,70.16,87.7,50.243,31.4,1.31,58.46,65.06,-0.29,14.22333333,B
31,1.25,3.24,169.2977634,2087.32,29.42,0.88,0.58,2,1007.32,93,52.528,75.04,49.6176,27.4,0.72,69.14,78.74,-0.13,20.80666667,D
21,0.92,5.53,171.6574984,2267.72,27.84,0.9,3.08,4,1007.72,100,142.65,79.25,49.9457,37.8,1.32,71.32,83.42,0,20.28,A
34,1.57,3.34,180.480597,2200.36,22.59,0.95,0.67,3,1014.36,96,56.196,62.44,49.8925,30.1,0.89,65.06,71.16,-0.61,15.53,A
32,1.38,3.06,186.5125729,2052.8,10.38,0.78,0.24,2,1020.8,97,37.704,94.26,49.6492,24.6,0.49,41.01,45.81,-0.91,12.46,A
27,0.58,4.6,195.4489915,2267.93,8.32,1.39,2.02,2,1010.93,97,86.031,78.21,50.1016,30.5,1.44,39.64,57.64,0.4,13.77333333,B
31,1.03,3.91,173.8213783,2126.94,30.34,1.41,1.08,2,1000.94,98,20.187,67.29,50.0062,29.6,1.46,71.25,91.35,0.66,20.11333333,A
32,1.04,3.16,185.4648894,2145.15,12.38,1.1,0.64,2,1016.15,93,65.096,81.37,50.159,25.9,0.84,45.51,60.21,0.32,16.12666667,B
26,0.94,4.64,182.7482866,2221,11.23,0.99,1.52,4,1016,100,45.875,91.75,49.8341,33.4,1.26,43.7,51.7,-0.25,13.74333333,A
37,1.11,2.96,187.5706625,2170.4,24.19,1.03,0.52,3,1013.4,98,14.817,49.39,49.5824,27.5,0.87,46.93,53.53,-0.67,15.06333333,A
32,1.47,3.81,165.6867189,2179.17,30.17,0.95,0.85,3,1005.17,99,44.712,55.89,49.6819,30.7,1.09,75.08,83.68,-0.2,20.05666667,A
32,1.07,3.53,166.972058,2185.54,28.5,1.03,0.75,2,1002.54,93,76.285,69.35,49.98,28.2,0.85,71.32,81.12,-0.26,20.5,B
39,1.3,2.94,192.1765759,2064.02,14.78,0.91,0.49,2,1017.02,100,41.2,82.4,49.8208,27.9,0.88,38.58,49.18,-0.3,14.92666667,D
34,1.4,3.29,192.519879,2178.88,11.48,0.97,0.65,3,1012.88,100,36.016,90.04,49.6877,28.9,0.84,41.2,48.4,-0.61,10.82666667,C
32,1.28,3.6,193.8453385,2257.65,9.59,1.02,0.91,3,1027.65,99,67.788,75.32,49.9069,30.8,1.05,34.69,43.19,-0.27,13.19666667,B
31,1.01,3.43,182.5199115,2203.65,20.42,1.24,0.67,2,1017.65,93,43.535,87.07,50.2808,24.9,0.63,60.77,67.17,-0.32,13.80666667,B
27,0.84,4.41,178.4203365,2320.22,20.76,1.3,1.73,3,1017.22,101,78.75,78.75,50.4112,32.5,1.25,58.79,70.19,0.14,17.92,D
37,1.14,3.31,198.2225735,2182.83,13.53,1.06,0.51,2,1023.83,91,24.636,61.59,49.8819,27.7,0.91,40.71,48.31,-0.37,12.51,A
27,0.54,4.86,165.703607,2305.83,34.4,1.47,3.7,3,1009.83,103,63.646,57.86,49.9493,30.8,1.68,77.95,88.45,-0.22,22.46666667,B
33,1.21,3.43,171.5114849,2179.31,33.6,0.98,0.8,3,1012.31,96,32.094,35.66,50.2466,28.8,0.97,74.33,92.73,0.33,23.2,A
32,1.71,4.01,187.3182313,2265.81,6.03,1.05,1.03,4,1019.81,104,25.26,84.2,50.2263,31.4,1.27,41.17,47.37,-0.3,11.01,A
29,1.22,4.14,166.4526006,2162.67,28.62,0.92,1.13,3,1009.67,103,49.696,62.12,49.7239,33.2,1.06,69.71,82.21,0.18,21.54,C
37,1.29,2.85,187.9356781,2158.27,19.72,0.92,0.42,3,1009.27,91,7.836,39.18,49.8758,26,0.92,44.78,56.68,0.23,14.57333333,C
30,1.23,3.62,194.3533455,2138.13,11.54,0.91,0.82,3,1022.13,96,75.15,83.5,50.0665,25.8,1.12,40.77,59.57,0.37,14.84666667,B
28,1.16,4.04,176.7540926,2157.28,19.39,0.97,1.01,3,1010.28,98,108.303,83.31,49.716,31.6,1.04,60.1,68.6,-0.29,17.46333333,A
26,1.03,5.14,201.4093913,2403.8,9.59,0.84,2.27,5,1013.8,99,174.84,72.85,49.9686,34.4,1.31,37.14,44.94,-0.56,11.19666667,A
34,0.99,3.28,192.0942239,2163.71,12.31,1.33,0.54,1,1020.71,91,66.22,94.6,50.0202,25.3,0.75,40.64,52.44,0.12,14.10333333,A
22,0.49,5.71,171.965992,2370.9,23.61,1.32,5.77,3,1012.9,101,95.766,87.06,50.1703,33.1,1.73,63.94,86.94,0.62,17.87,A
32,1.84,3.19,189.9117615,2191.93,7.61,0.86,0.63,3,1024.93,101,37.385,74.77,50.1773,26.2,0.88,39.42,48.82,-0.2,11.53666667,D
30,0.97,4.22,173.7457959,2235.21,18.51,1.15,1.13,3,1017.21,103,35.24,88.1,49.7989,33.4,1.13,58.46,66.86,-0.15,15.17,A
27,0.66,4.23,188.8988019,2205.58,7.53,1.62,3.31,2,1018.58,99,58.365,64.85,50.2243,29.2,1.82,43.65,60.45,0.66,15.51,A
26,0.92,4.87,173.3020475,2298.32,10.5,1.16,2.02,3,1026.32,104,85.04,85.04,50.0245,30.3,1.36,52.72,64.02,-0.19,14.5,C
32,1.95,3.47,179.7485276,2141.37,24.99,0.88,0.79,3,1016.37,102,33.58,67.16,50.1142,28.4,0.83,58.79,68.79,-0.21,17.33,A
35,2.15,3.12,195.5057071,2139.2,6.15,1.02,0.47,3,1020.2,98,19.992,66.64,49.7657,28.5,1.17,40.07,47.67,-0.23,11.05,A
32,2.22,3.35,168.4148437,2066.37,30.54,1.08,0.62,1,1014.37,98,9.891,32.97,50.0775,25.1,0.82,67.45,73.55,-0.35,19.18,B
31,1.73,3.65,188.0220878,2221.93,13.44,0.9,0.8,3,1012.93,104,84.29,84.29,49.752,31.3,0.98,39.39,45.59,-0.38,14.48,A
26,1.01,4.42,166.694114,2248.27,31.27,1.17,1.47,3,1003.27,100,71.48,71.48,50.1427,32.8,1.37,73.77,89.47,0.51,22.42333333,B
30,1.49,3.87,196.5402667,2142.04,16.13,0.98,1.02,3,1007.04,97,56.343,80.49,50.1832,31.9,1.07,39.99,50.79,-0.02,15.37666667,C
22,1.45,4.83,176.0428558,2249.61,30.97,1.14,11.84,4,1005.61,110,35.616,50.88,50.2878,34.4,1.75,67.69,81.59,0.35,19.32333333,C
28,1.22,4.46,184.462583,2268.84,15.37,1.22,1.27,3,1014.84,108,72.333,80.37,50.1478,34.1,1.45,43.34,69.04,0.74,17.12333333,D
28,1.15,4.38,167.4165743,2193.99,21.25,1.03,1.45,3,1012.99,102,42.455,60.65,49.7084,32.2,1.2,66.86,79.06,0.03,18.08333333,A
27,1.49,4.51,189.5286786,2212.23,14.89,0.93,1.6,3,1013.23,102,65.992,82.49,50.1071,31.7,1.27,39.82,49.22,-0.08,14.96333333,A
28,0.83,4.25,185.302577,2264.79,6.65,1.18,1.41,3,1021.79,109,44.42,88.84,49.9521,30.7,1.11,40.77,62.97,0.55,12.21666667,A
41,2.61,2.51,174.8774546,2100,30.26,1.11,0.22,2,1007,98,32.755,65.51,50.0964,25.3,0.84,72.58,83.28,0.12,19.08666667,C
30,1.16,3.75,176.1580233,2095.09,33.71,0.99,0.8,2,1013.09,92,25.572,42.62,49.7802,30.8,1.01,69.98,87.28,0.34,20.23666667,A
30,1.5,3.77,188.1607144,2185.8,8.6,0.81,0.98,4,1011.8,101,26.835,89.45,49.8491,27.6,0.93,40.77,48.97,-0.32,10.86666667,C
30,0.96,4.18,163.0487117,2160.6,29,1.07,1.08,2,1001.6,95,78.573,71.43,49.7409,29.4,1.19,75.33,81.93,-0.51,20.66666667,A
26,0.98,4.59,188.023112,2266.37,10.02,1.03,1.5,3,1017.37,103,46.59,77.65,49.8596,30.3,0.97,41.44,46.24,-0.69,10.34,C
30,1.05,3.92,165.4845851,2258.1,28.75,1.28,1.12,2,1007.1,103,54.333,60.37,50.3141,27,1.09,64.69,74.79,0,21.58333333,C
27,1.3,4.22,171.9689806,2271.23,37.11,1.06,1.46,4,1006.23,102,18.69,31.15,50.3875,31.1,1.34,68.94,76.94,-0.09,22.37,A
25,0.74,4.68,168.5148972,2338.63,30.06,1.52,9.26,4,1017.63,107,37.513,53.59,50.279,31.4,2.79,67.25,84.15,0.63,21.02,A
27,1.06,4.99,167.3228021,2286.86,30.68,1.03,2.04,3,1012.86,103,39.592,56.56,50.0714,33.9,1.17,69.68,77.08,-0.46,20.22666667,D
26,1.18,4.92,168.5466776,2224.17,30.08,1.18,2.61,3,1011.17,98,114.948,63.86,49.9355,34,1.49,73.42,87.92,0.21,22.02666667,D
21,0.99,5.41,195.2336169,2266.92,6.98,0.85,3.88,6,1011.92,106,151.552,94.72,49.7919,36.7,1.59,40.35,53.35,-0.08,12.32666667,A
26,0.95,4.71,168.2379221,2331.87,29.17,1.52,3.32,3,1009.87,102,67.067,60.97,50.6167,30.5,2.62,73.17,93.97,0.83,23.72333333,B
